Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
599.1650516986847	56	196.92308	5.73064	200.0	179.0	196.92307692307693	5.7306401637505155	5120	290309
608.1442883014679	57	182.89285	11.270503	200.0	154.0	182.89285714285714	11.270502858962308	5121	295430
616.8026301860809	58	172.9	14.519756	200.0	151.0	172.9	14.519756655444791	5187	300617
628.463951587677	59	161.64516	11.718605	181.0	136.0	161.6451612903226	11.718604967885055	5011	305628
642.7428157329559	60	163.87097	13.943994	190.0	138.0	163.8709677419355	13.943993817396958	5080	310708
654.4696433544159	61	181.0	11.4392805	200.0	164.0	181.0	11.439280696667202	5068	315776
663.542014837265	62	196.46153	7.0940423	200.0	174.0	196.46153846153845	7.09404283797203	5108	320884
672.2866923809052	63	200.0	0.0	200.0	200.0	200.0	0.0	5200	326084
685.9358944892883	64	200.0	0.0	200.0	200.0	200.0	0.0	5200	331284
700.308765411377	65	200.0	0.0	200.0	200.0	200.0	0.0	5200	336484
714.9710562229156	66	200.0	0.0	200.0	200.0	200.0	0.0	5200	341684
726.3108146190643	67	200.0	0.0	200.0	200.0	200.0	0.0	5200	346884
735.1469140052795	68	200.0	0.0	200.0	200.0	200.0	0.0	5200	352084
744.100878238678	69	200.0	0.0	200.0	200.0	200.0	0.0	5200	357284
758.130487203598	70	200.0	0.0	200.0	200.0	200.0	0.0	5200	362484
770.7031600475311	71	200.0	0.0	200.0	200.0	200.0	0.0	5200	367684
779.304310798645	72	200.0	0.0	200.0	200.0	200.0	0.0	5200	372884
791.5381557941437	73	200.0	0.0	200.0	200.0	200.0	0.0	5200	378084
806.8989098072052	74	200.0	0.0	200.0	200.0	200.0	0.0	5200	383284
819.8900299072266	75	200.0	0.0	200.0	200.0	200.0	0.0	5200	388484
832.0565540790558	76	200.0	0.0	200.0	200.0	200.0	0.0	5200	393684
844.2340385913849	77	200.0	0.0	200.0	200.0	200.0	0.0	5200	398884
856.0011291503906	78	200.0	0.0	200.0	200.0	200.0	0.0	5200	404084
867.7878534793854	79	200.0	0.0	200.0	200.0	200.0	0.0	5200	409284
879.5525925159454	80	200.0	0.0	200.0	200.0	200.0	0.0	5200	414484
891.4331328868866	81	200.0	0.0	200.0	200.0	200.0	0.0	5200	419684
903.3045296669006	82	200.0	0.0	200.0	200.0	200.0	0.0	5200	424884
914.9329042434692	83	200.0	0.0	200.0	200.0	200.0	0.0	5200	430084
926.9768617153168	84	200.0	0.0	200.0	200.0	200.0	0.0	5200	435284
939.0013797283173	85	200.0	0.0	200.0	200.0	200.0	0.0	5200	440484
949.1423375606537	86	200.0	0.0	200.0	200.0	200.0	0.0	5200	445684
960.8381295204163	87	200.0	0.0	200.0	200.0	200.0	0.0	5200	450884
974.3841271400452	88	200.0	0.0	200.0	200.0	200.0	0.0	5200	456084
990.2656784057617	89	200.0	0.0	200.0	200.0	200.0	0.0	5200	461284
1005.191198348999	90	200.0	0.0	200.0	200.0	200.0	0.0	5200	466484
1024.845002412796	91	200.0	0.0	200.0	200.0	200.0	0.0	5200	471684
1039.9853587150574	92	200.0	0.0	200.0	200.0	200.0	0.0	5200	476884
1054.5956881046295	93	200.0	0.0	200.0	200.0	200.0	0.0	5200	482084
1068.918318271637	94	200.0	0.0	200.0	200.0	200.0	0.0	5200	487284
1082.6642351150513	95	200.0	0.0	200.0	200.0	200.0	0.0	5200	492484
1094.0719230175018	96	200.0	0.0	200.0	200.0	200.0	0.0	5200	497684
1103.3056342601776	97	200.0	0.0	200.0	200.0	200.0	0.0	5200	502884
1116.7399175167084	98	200.0	0.0	200.0	200.0	200.0	0.0	5200	508084
1124.9594378471375	99	200.0	0.0	200.0	200.0	200.0	0.0	5200	513284
